Symbol,Name,Last,"YTD %Change","1-Month %Change","3-Month %Change","52-Week %Change","52-Week High","52-Week Low"
TDB887.CF,"TD Comfort Balanced Growth Portfolio Inv - NL",17.48,-0.1527,-0.0273,-0.0218,-0.1089,20.74,17.42
CIF823.CF,"Capital Group Global Equity Fund (Canada) F - NL",40.0424,-0.2608,-0.0118,-0.0059,-0.2347,56.0146,38.5337
DJT07506.CF,"Desjardins Canadian Bond Fund W Class",8.614,-0.1291,-0.0175,-0.0084,-0.1145,9.9073,8.4594
DJT07006.CF,"Desjardins Canadian Bond Fund D Class",8.949,-0.1337,-0.018,-0.0102,-0.1207,10.3503,8.8075
DJT00006.CF,"Desjardins Canadian Bond Fund A Class - NL",4.904,-0.1376,-0.0185,-0.0117,-0.1257,5.6984,4.835
DJT03806.CF,"Desjardins Canadian Bond Fund F Class - NL",8.996,-0.1333,-0.018,-0.0101,-0.1202,10.3996,8.8519
DJT03006.CF,"Desjardins Canadian Bond Fund C Class - FE",8.881,-0.1373,-0.0186,-0.0115,-0.1253,10.3157,8.7548
DJT03206.CF,"Desjardins Canadian Bond Fund C Class - DSC",8.881,-0.1373,-0.0186,-0.0115,-0.1253,10.3157,8.7548
DJT03406.CF,"Desjardins Canadian Bond Fund C Class - LL",8.881,-0.1373,-0.0186,-0.0115,-0.1253,10.3157,8.7548
DJT00606.CF,"Desjardins Canadian Bond Fund I Class - NL",9.25,-0.1292,-0.0174,-0.0085,-0.1147,10.6395,9.0833
TDB3500.CF,"TD Retirement Balanced Portfolio Ft8 Series - NL",12.1,-0.1303,-0.0249,-0.0275,-0.0928,13.9851,12.1
TDB2779.CF,"TD Retirement Balanced Portfolio Series K",11.09,-0.1372,-0.0258,-0.03,-0.1023,12.9235,11.09
TDB3059.CF,"TD Retirement Balanced Portfolio D Series - NL",10.59,-0.132,-0.0249,-0.0275,-0.0951,12.2632,10.59
TDB2773.CF,"TD Retirement Balanced Portfolio-Premium NL",17.14,-0.137,-0.0256,-0.03,-0.1021,19.9703,17.14
TDB2760.CF,"TD Retirement Balanced Portfolio Investor Ser -",17.34,-0.1377,-0.0258,-0.0302,-0.1032,20.2193,17.34
TDB2761.CF,"TD Retirement Balanced Portfolio Advisor Ser - I",17.3448,-0.1375,-0.0254,-0.0301,-0.1027,20.2237,17.3448
TDB2762.CF,"TD Retirement Balanced Portfolio Advisor Ser - D",17.3448,-0.1375,-0.0254,-0.0301,-0.1027,20.2237,17.3448
TDB2763.CF,"TD Retirement Balanced Portfolio Advisor Ser -Ls",17.3448,-0.1375,-0.0254,-0.0301,-0.1027,20.2237,17.3448
TDB2764.CF,"TD Retirement Balanced Portfolio Advisor Ser -Ls",17.3448,-0.1375,-0.0254,-0.0301,-0.1027,20.2237,17.3448
TDB2765.CF,"TD Retirement Balanced Portfolio F Series - NL",19.06,-0.1301,-0.0241,-0.0271,-0.0929,22.023,19.06
TDB2766.CF,"TD Retirement Balanced Portfolio H5 Series - NL",11.39,-0.1377,-0.0258,-0.0305,-0.1027,13.2779,11.39
TDB2767.CF,"TD Retirement Balanced Portfolio T5 Series - ISC",11.42,-0.1373,-0.0257,-0.0295,-0.1023,13.3143,11.42
TDB2768.CF,"TD Retirement Balanced Portfolio T5 Series - DSC",11.42,-0.1373,-0.0257,-0.0295,-0.1023,13.3143,11.42
TDB2769.CF,"TD Retirement Balanced Portfolio T5 Series - Lsc",11.42,-0.1373,-0.0257,-0.0295,-0.1023,13.3143,11.42
TDB2770.CF,"TD Retirement Balanced Portfolio T5 Series - Lsc",11.42,-0.1373,-0.0257,-0.0295,-0.1023,13.3143,11.42
TDB2771.CF,"TD Retirement Balanced Portfolio Ft5 Series - NL",12.55,-0.1302,-0.0246,-0.0273,-0.093,14.5048,12.55
TDB3499.CF,"TD Retirement Conservative Portfolio Ft8 - NL",12.25,-0.1389,-0.029,-0.0313,-0.1069,14.2875,12.25
TDB2753.CF,"TD Retirement Conservative Portfolio - Premium N",16.77,-0.1444,-0.0295,-0.0334,-0.114,19.6774,16.77
TDB2759.CF,"TD Retirement Conservative Portfolio K Series -",11,-0.1441,-0.0294,-0.0336,-0.1135,12.9075,11
TDB3058.CF,"TD Retirement Conservative Portfolio D Series -",10.78,-0.141,-0.0288,-0.0323,-0.1094,12.5993,10.78
TDB2740.CF,"TD Retirement Conservative Portfolio Inv Ser - N",17.07,-0.1448,-0.0296,-0.034,-0.115,20.0411,17.07
TDB2741.CF,"TD Retirement Conservative Portfolio Adv Ser -Is",16.9603,-0.1451,-0.0297,-0.034,-0.1153,19.9233,16.9603
