Symbol,Name,Last,Change,"% Change","Assets Under Management",Time
TDB2594.CF,"TD Tactical Monthly Income Fund-Prem F NL",12.73,0.08,0.0063241106719368,"8,623 M",10/24/22
TDB2580.CF,"TD Tactical Monthly Income Fund - Investor Ser -",12.54,0.069999999999999,0.0056134723336005,"8,623 M",10/24/22
TDB2581.CF,"TD Tactical Monthly Income Fund Adv-ISc",12.5527,0.072099999999999,0.0057769658510007,"8,623 M",10/24/22
TDB2582.CF,"TD Tactical Monthly Income Fund Adv-DSC",12.5527,0.072099999999999,0.0057769658510007,"8,623 M",10/24/22
TDB2583.CF,"TD Tactical Monthly Income Fund Adv - Lsc",12.5527,0.072099999999999,0.0057769658510007,"8,623 M",10/24/22
TDB2584.CF,"TD Tactical Monthly Income Fund Adv- Lsc2",12.5527,0.072099999999999,0.0057769658510007,"8,623 M",10/24/22
TDB2585.CF,"TD Tactical Monthly Income Fund F Series - NL",13.64,0.08,0.0058997050147493,"8,623 M",10/24/22
TDB2586.CF,"TD Tactical Monthly Income Fund H8 Series - NL",13.05,0.08,0.0061680801850424,"8,623 M",10/24/22
TDB2587.CF,"TD Tactical Monthly Income Fund T8 Series - ISC",13.0348,0.0748,0.0057716049382716,"8,623 M",10/24/22
TDB2588.CF,"TD Tactical Monthly Income Fund T8 Series - DSC",13.0348,0.0748,0.0057716049382716,"8,623 M",10/24/22
TDB2589.CF,"TD Tactical Monthly Income Fund T8 Series - Lsc",13.0348,0.0748,0.0057716049382716,"8,623 M",10/24/22
TDB2590.CF,"TD Tactical Monthly Income Fund T8 Series - Lsc2",13.0348,0.0748,0.0057716049382716,"8,623 M",10/24/22
TDB2591.CF,"TD Tactical Monthly Income Fund Ft8 Series - NL",14.75,0.09,0.0061391541609823,"8,623 M",10/24/22
CIG16194.CF,"CI Global Income & Growth Fund Class E",13.7055,0.067,0.0049125636983539,"8,505 M",10/24/22
CIG18194.CF,"CI Global Income & Growth Fund Class O",14.2459,0.072000000000001,0.0050797592758522,"8,505 M",10/24/22
CIG1111.CF,"CI Global Income & Growth Fund Class A",9.1605,0.044600000000001,0.0048925503790082,"8,505 M",10/24/22
CIG2111.CF,"CI Global Income & Growth Fund Class A",9.1605,0.044600000000001,0.0048925503790082,"8,505 M",10/24/22
CIG3111.CF,"CI Global Income & Growth Fund Class A",9.1605,0.044600000000001,0.0048925503790082,"8,505 M",10/24/22
CIG4111.CF,"CI Global Income & Growth Fund Class F",9.2923,0.046099999999999,0.0049858320174774,"8,505 M",10/24/22
CIG5111.CF,"CI Global Income & Growth Fund Class I",9.5447,0.048400000000001,0.0050967218811538,"8,505 M",10/24/22
CIG90944.CF,"CI Global Income & Growth Fund Series Pp",9.0133,0.045599999999999,0.0050849158647143,"8,505 M",10/24/22
CIG4944.CF,"CI Global Income & Growth Fund Series Y",8.9687,0.044600000000001,0.0049977028495872,"8,505 M",10/24/22
CIG1944.CF,"CI Global Income & Growth Fund Series Z",8.9193,0.0435,0.0049009666734266,"8,505 M",10/24/22
CIG2944.CF,"CI Global Income & Growth Fund Series Z",8.9193,0.0435,0.0049009666734266,"8,505 M",10/24/22
CIG3944.CF,"CI Global Income & Growth Fund Series Z",8.9193,0.0435,0.0049009666734266,"8,505 M",10/24/22
CIG15194.CF,"CI Global Income & Growth Fund Class Ef",10.5876,0.0527,0.005002420526061,"8,505 M",10/24/22
CIG90167.CF,"CI Global Income & Growth Fund Class P",9.7356,0.049199999999999,0.0050792864222001,"8,505 M",10/24/22
PHN345.CF,"PH&N Total Return Bond Fund Series O",9.7282,0.021099999999999,0.0021736666975718,"8,417 M",10/24/22
RBF8345.CF,"PH&N Total Return Bond Fund Series O",9.7282,0.021099999999999,0.0021736666975718,"8,417 M",10/24/22
RBF405.CF,"RBC Canadian Dividend Fund Series A U$ - NL",64.1195,-0.10429999999999,-0.0016240085451187,"8,276 M",10/24/22
RBF266.CF,"RBC Canadian Dividend Fund Series A - NL",87.9271,0.32899999999999,0.0037557892237388,"8,276 M",10/24/22
PHN385.CF,"PH&N U.S. Multi-Style All-Cap Equity Fund O - NL",19.7713,0.3385,0.017419002922893,"8,212 M",10/24/22
RBF8385.CF,"PH&N U.S. Multi-Style All-Cap Equity Fund O - NL",19.7713,0.3385,0.017419002922893,"8,212 M",10/24/22
TDB3549.CF,"TD U.S. Blue Chip Equity Fund H8 Series - NL",13.58,0.19,0.014189693801344,"7,821 M",10/24/22
TDB3554.CF,"TD U.S. Blue Chip Equity Fund Ft5 Series - NL",15.94,0.23,0.014640356460853,"7,821 M",10/24/22
TDB3555.CF,"TD U.S. Blue Chip Equity Fund Ft8 Series - NL",14.21,0.2,0.014275517487509,"7,821 M",10/24/22
TDB3550.CF,"TD U.S. Blue Chip Equity Fund T8 Series - ISC",13.5574,0.1945,0.014555223791243,"7,821 M",10/24/22
TDB977.CF,"TD U.S. Blue Chip Equity Fund - Investor Ser - N",55.21,0.79,0.014516721793458,"7,821 M",10/24/22
TDB123.CF,"TD U.S. Blue Chip Equity Fund - Lsc2",24.7117,0.3544,0.014550052756258,"7,821 M",10/24/22
TDB310.CF,"TD U.S. Blue Chip Equity Fund - FE",24.7117,0.3544,0.014550052756258,"7,821 M",10/24/22
TDB340.CF,"TD U.S. Blue Chip Equity Fund - DSC",24.7117,0.3544,0.014550052756258,"7,821 M",10/24/22
TDB370.CF,"TD U.S. Blue Chip Equity Fund - LL",24.7117,0.3544,0.014550052756258,"7,821 M",10/24/22
TDB410.CF,"TD U.S. Blue Chip Equity Fund Series F - NL",33.82,0.49,0.014701470147015,"7,821 M",10/24/22
TDB3091.CF,"TD U.S. Blue Chip Equity Fund - D",19.23,0.28,0.014775725593668,"7,821 M",10/24/22
FID2204.CF,"Fidelity Global Balanced Portfolio Series B - Is",13.8209,0.0617,0.0044842723414152,"7,707 M",10/24/22
IGI156.CF,"Iprofile Fixed Income Private Pool Series I - NL",10.5742,0.0168,0.0015913008884763,"7,644 M",10/24/22
RBF8417.CF,"RBC Global Equity Focus Fund Series O U$ - NL",16.1159,0.1183,0.0073948592288843,"7,518 M",10/24/22
PHN8077.CF,"RBC Global Equity Focus Fund Series O",22.0997,0.2797,0.01281851512374,"7,518 M",10/24/22
PHN9077.CF,"RBC Global Equity Focus Fund Series O",22.0997,0.2797,0.01281851512374,"7,518 M",10/24/22
RBF8077.CF,"RBC Global Equity Focus Fund Series O - NL",22.0997,0.2797,0.01281851512374,"7,518 M",10/24/22
PHN255.CF,"PH&N Short Term Bond & Mortgage Series O - NL",9.3635,0.0061,0.00065189048239896,"7,464 M",10/24/22
RBF8255.CF,"PH&N Short Term Bond & Mortgage Series O - NL",9.3635,0.0061,0.00065189048239896,"7,464 M",10/24/22
TDB3477.CF,"TD Monthly Income Fund - Ft5 Series - NL",14.3,0.050000000000001,0.0035087719298246,"7,419 M",10/24/22
TDB3085.CF,"TD Monthly Income Fund - D Series - NL",12.02,0.039999999999999,0.0033388981636059,"7,419 M",10/24/22
TDB113.CF,"TD Monthly Income Fund - Advisor Series - Lsc2",21.9067,0.077200000000001,0.0035364987745941,"7,419 M",10/24/22
TDB821.CF,"TD Monthly Income Fund - Advisor Series - ISC",21.9067,0.077200000000001,0.0035364987745941,"7,419 M",10/24/22
TDB831.CF,"TD Monthly Income Fund - Advisor Series - DSC",21.9067,0.077200000000001,0.0035364987745941,"7,419 M",10/24/22
TDB841.CF,"TD Monthly Income Fund - Advisor Series - Lsc",21.9067,0.077200000000001,0.0035364987745941,"7,419 M",10/24/22
TDB452.CF,"TD Monthly Income Fund - F Series - NL",15.82,0.050000000000001,0.0031705770450222,"7,419 M",10/24/22
TDB398.CF,"TD Monthly Income Fund - H8 Series - NL",10.72,0.040000000000001,0.00374531835206,"7,419 M",10/24/22
TDB297.CF,"TD Monthly Income Fund - T8 Series  - Lsc2",10.6954,0.037699999999999,0.0035373485836531,"7,419 M",10/24/22
TDB395.CF,"TD Monthly Income Fund - T8 Series - ISC",10.6954,0.037699999999999,0.0035373485836531,"7,419 M",10/24/22
TDB396.CF,"TD Monthly Income Fund - T8 Series - DSC",10.6954,0.037699999999999,0.0035373485836531,"7,419 M",10/24/22
TDB397.CF,"TD Monthly Income Fund - T8 Series - Lsc",10.6954,0.037699999999999,0.0035373485836531,"7,419 M",10/24/22
TDB399.CF,"TD Monthly Income Fund - Ft8 Series - NL",11.45,0.039999999999999,0.0035056967572304,"7,419 M",10/24/22
TDB622.CF,"TD Monthly Income Fund - Investor Series - NL",23.22,0.09,0.0038910505836576,"7,419 M",10/24/22
TDB2444.CF,"TD Comfort Balanced Growth Portfolio F - NL",10.42,0.07,0.0067632850241546,"7,177 M",10/24/22
TDB3540.CF,"TD Comfort Balanced Growth Portfolio D Series -",10.9,0.07,0.0064635272391505,"7,177 M",10/24/22
TDB887.CF,"TD Comfort Balanced Growth Portfolio Inv - NL",17.54,0.12,0.0068886337543052,"7,177 M",10/24/22
DJT07506.CF,"Desjardins Canadian Bond Fund W Class",8.433,0.02,0.0023772732675621,"6,759 M",10/24/22
DJT07006.CF,"Desjardins Canadian Bond Fund D Class",8.758,0.02,0.0022888532845044,"6,759 M",10/24/22
DJT00006.CF,"Desjardins Canadian Bond Fund A Class - NL",4.798,0.0099999999999998,0.0020885547201336,"6,759 M",10/24/22
DJT03806.CF,"Desjardins Canadian Bond Fund F Class - NL",8.804,0.02,0.0022768670309653,"6,759 M",10/24/22
DJT03006.CF,"Desjardins Canadian Bond Fund C Class - FE",8.69,0.019,0.0021912120862646,"6,759 M",10/24/22
DJT03206.CF,"Desjardins Canadian Bond Fund C Class - DSC",8.69,0.019,0.0021912120862646,"6,759 M",10/24/22
DJT03406.CF,"Desjardins Canadian Bond Fund C Class - LL",8.69,0.019,0.0021912120862646,"6,759 M",10/24/22
DJT00606.CF,"Desjardins Canadian Bond Fund I Class - NL",9.056,0.020999999999999,0.0023242944106252,"6,759 M",10/24/22
CIF823.CF,"Capital Group Global Equity Fund (Canada) F - NL",40.1138,0.129,0.003226225965867,"6,738 M",10/24/22
TDB3500.CF,"TD Retirement Balanced Portfolio Ft8 Series - NL",11.97,0.040000000000001,0.0033528918692373,"6,367 M",10/24/22
TDB2760.CF,"TD Retirement Balanced Portfolio Investor Ser -",17.15,0.059999999999999,0.0035108250438852,"6,367 M",10/24/22
TDB2761.CF,"TD Retirement Balanced Portfolio Advisor Ser - I",17.1476,0.055700000000002,0.0032588536090196,"6,367 M",10/24/22
TDB2762.CF,"TD Retirement Balanced Portfolio Advisor Ser - D",17.1476,0.055700000000002,0.0032588536090196,"6,367 M",10/24/22
TDB2763.CF,"TD Retirement Balanced Portfolio Advisor Ser -Ls",17.1476,0.055700000000002,0.0032588536090196,"6,367 M",10/24/22
TDB2764.CF,"TD Retirement Balanced Portfolio Advisor Ser -Ls",17.1476,0.055700000000002,0.0032588536090196,"6,367 M",10/24/22
TDB2765.CF,"TD Retirement Balanced Portfolio F Series - NL",18.85,0.060000000000002,0.0031931878658862,"6,367 M",10/24/22
TDB2766.CF,"TD Retirement Balanced Portfolio H5 Series - NL",11.26,0.029999999999999,0.0026714158504007,"6,367 M",10/24/22
TDB2767.CF,"TD Retirement Balanced Portfolio T5 Series - ISC",11.29,0.039999999999999,0.0035555555555555,"6,367 M",10/24/22
TDB2768.CF,"TD Retirement Balanced Portfolio T5 Series - DSC",11.29,0.039999999999999,0.0035555555555555,"6,367 M",10/24/22
TDB2769.CF,"TD Retirement Balanced Portfolio T5 Series - Lsc",11.29,0.039999999999999,0.0035555555555555,"6,367 M",10/24/22
TDB2770.CF,"TD Retirement Balanced Portfolio T5 Series - Lsc",11.29,0.039999999999999,0.0035555555555555,"6,367 M",10/24/22
TDB2771.CF,"TD Retirement Balanced Portfolio Ft5 Series - NL",12.41,0.040000000000001,0.0032336297493938,"6,367 M",10/24/22
TDB2779.CF,"TD Retirement Balanced Portfolio Series K",10.97,0.040000000000001,0.0036596523330284,"6,367 M",10/24/22
TDB3059.CF,"TD Retirement Balanced Portfolio D Series - NL",10.47,0.030000000000001,0.0028735632183909,"6,367 M",10/24/22
TDB2773.CF,"TD Retirement Balanced Portfolio-Premium NL",16.95,0.059999999999999,0.0035523978685612,"6,367 M",10/24/22
TDB3499.CF,"TD Retirement Conservative Portfolio Ft8 - NL",12.11,0.039999999999999,0.0033140016570008,"6,189 M",10/24/22
TDB2753.CF,"TD Retirement Conservative Portfolio - Premium N",16.57,0.050000000000001,0.0030266343825666,"6,189 M",10/24/22
TDB2759.CF,"TD Retirement Conservative Portfolio K Series -",10.87,0.029999999999999,0.0027675276752767,"6,189 M",10/24/22
TDB3058.CF,"TD Retirement Conservative Portfolio D Series -",10.66,0.029999999999999,0.0028222013170272,"6,189 M",10/24/22
TDB2740.CF,"TD Retirement Conservative Portfolio Inv Ser - N",16.87,0.050000000000001,0.0029726516052319,"6,189 M",10/24/22
TDB2741.CF,"TD Retirement Conservative Portfolio Adv Ser -Is",16.7608,0.0471,0.0028180474700396,"6,189 M",10/24/22
TDB2742.CF,"TD Retirement Conservative Portfolio Adv Ser -Ds",16.7608,0.0471,0.0028180474700396,"6,189 M",10/24/22
TDB2743.CF,"TD Retirement Conservative Portfolio Adv Ser -Ls",16.7608,0.0471,0.0028180474700396,"6,189 M",10/24/22
TDB2744.CF,"TD Retirement Conservative Portfolio Adv Ser -Ls",16.7608,0.0471,0.0028180474700396,"6,189 M",10/24/22
TDB2745.CF,"TD Retirement Conservative Portfolio F Ser - NL",18.12,0.050000000000001,0.0027670171555064,"6,189 M",10/24/22
TDB2746.CF,"TD Retirement Conservative Portfolio H5 Ser - NL",11.04,0.029999999999999,0.0027247956403269,"6,189 M",10/24/22
TDB2747.CF,"TD Retirement Conservative Portfolio T5 Ser - Is",10.96,0.030000000000001,0.0027447392497714,"6,189 M",10/24/22
TDB2748.CF,"TD Retirement Conservative Portfolio T5 Ser - DS",10.96,0.030000000000001,0.0027447392497714,"6,189 M",10/24/22
TDB2749.CF,"TD Retirement Conservative Portfolio T5 Ser - Ls",10.96,0.030000000000001,0.0027447392497714,"6,189 M",10/24/22
TDB2750.CF,"TD Retirement Conservative Portfolio T5 Ser - Ls",10.96,0.030000000000001,0.0027447392497714,"6,189 M",10/24/22
TDB2751.CF,"TD Retirement Conservative Portfolio Ft5 Ser - N",11.86,0.029999999999999,0.0025359256128486,"6,189 M",10/24/22
PHN9074.CF,"RBC European Equity Fund - O",22.5242,0.3517,0.015861991205322,"6,100 M",10/24/22
RBF202.CF,"RBC European Equity Fund Series O - NL",22.5242,0.3517,0.015861991205322,"6,100 M",10/24/22
RBF138.CF,"RBC Canadian Short-Term Income Fund Series O - N",9.8788,0.0061999999999998,0.00062800072929115,"6,100 M",10/24/22
BTG770.CF,"Beutel Goodman Canadian Equity Fund Class D - FE",41.7404,0.2035,0.0048992582498934,"6,026 M",10/24/22
TDB2928.CF,"TD Canadian Equity Fund - Premium Series",15.24,0.06,0.0039525691699605,"5,904 M",10/24/22
TDB3089.CF,"TD Canadian Equity Fund - D - NL",15.4,0.07,0.0045662100456621,"5,904 M",10/24/22
TDB161.CF,"TD Canadian Equity Fund - Inv - NL",46.82,0.2,0.0042900042900044,"5,904 M",10/24/22
TDB117.CF,"TD Canadian Equity Fund - Advisor Series - Lsc2",19.5168,0.0838,0.0043122523542428,"5,904 M",10/24/22
TDB308.CF,"TD Canadian Equity Fund - Advisor Series - FE",19.5168,0.0838,0.0043122523542428,"5,904 M",10/24/22
TDB338.CF,"TD Canadian Equity Fund - Advisor Series - DSC",19.5168,0.0838,0.0043122523542428,"5,904 M",10/24/22
TDB368.CF,"TD Canadian Equity Fund - Advisor Series - LL",19.5168,0.0838,0.0043122523542428,"5,904 M",10/24/22
TDB408.CF,"TD Canadian Equity Fund - F - NL",21.41,0.1,0.0046926325668701,"5,904 M",10/24/22
TDB3410.CF,"TD U.S. Dividend Growth Fund - Investor Series -",17.02,0.27,0.016119402985075,"5,893 M",10/24/22
TDB3411.CF,"TD U.S. Dividend Growth Fund - Advisor Ser - ISC",17.0493,0.2692,0.016042812617326,"5,893 M",10/24/22
TDB3412.CF,"TD U.S. Dividend Growth Fund - Advisor Ser - DSC",17.0493,0.2692,0.016042812617326,"5,893 M",10/24/22
TDB3413.CF,"TD U.S. Dividend Growth Fund - Advisor Ser - Lsc",17.0493,0.2692,0.016042812617326,"5,893 M",10/24/22
TDB3414.CF,"TD U.S. Dividend Growth Fund - Advisor Ser - Lsc",17.0493,0.2692,0.016042812617326,"5,893 M",10/24/22
TDB3423.CF,"TD U.S. Dividend Growth Fund - D Series - NL",17.46,0.28,0.016298020954598,"5,893 M",10/24/22
"Downloaded data provided by Barchart as of 10-25-2022 01:45pm CDT"
