Symbol,Name,Last,YTD %Change,1-Month %Change,3-Month %Change,52-Week %Change,52-Week High,52-Week Low
TDB3500.CF,TD Retirement Balanced Portfolio Ft8 Series - NL,12.37,-0.0964,0.0296,0.0042,-0.0843,13.7605,11.7089
TDB2760.CF,TD Retirement Balanced Portfolio Investor Ser -,17.99,-0.1054,0.0286,0.0011,-0.0944,20.2193,17.05
TDB2761.CF,TD Retirement Balanced Portfolio Advisor Ser - I,17.9974,-0.1051,0.0291,0.0016,-0.0943,20.2237,17.0482
TDB2762.CF,TD Retirement Balanced Portfolio Advisor Ser - D,17.9974,-0.1051,0.0291,0.0016,-0.0943,20.2237,17.0482
TDB2763.CF,TD Retirement Balanced Portfolio Advisor Ser -Ls,17.9974,-0.1051,0.0291,0.0016,-0.0943,20.2237,17.0482
TDB2764.CF,TD Retirement Balanced Portfolio Advisor Ser -Ls,17.9974,-0.1051,0.0291,0.0016,-0.0943,20.2237,17.0482
TDB2765.CF,TD Retirement Balanced Portfolio F Series - NL,19.8,-0.0963,0.0296,0.0041,-0.0842,22.023,18.74
TDB2766.CF,TD Retirement Balanced Portfolio H5 Series - NL,11.7,-0.1054,0.0284,0.0011,-0.0942,13.1467,11.0894
TDB2767.CF,TD Retirement Balanced Portfolio T5 Series - ISC,11.73,-0.105,0.0293,0.0011,-0.0938,13.1829,11.1092
TDB2768.CF,TD Retirement Balanced Portfolio T5 Series - DSC,11.73,-0.105,0.0293,0.0011,-0.0938,13.1829,11.1092
TDB2769.CF,TD Retirement Balanced Portfolio T5 Series - Lsc,11.73,-0.105,0.0293,0.0011,-0.0938,13.1829,11.1092
TDB2770.CF,TD Retirement Balanced Portfolio T5 Series - Lsc,11.73,-0.105,0.0293,0.0011,-0.0938,13.1829,11.1092
TDB2771.CF,TD Retirement Balanced Portfolio Ft5 Series - NL,12.91,-0.0964,0.0298,0.0042,-0.0845,14.3628,12.2193
TDB2773.CF,TD Retirement Balanced Portfolio-Premium NL,17.79,-0.1042,0.0289,0.0017,-0.0932,19.9703,16.85
TDB2779.CF,TD Retirement Balanced Portfolio Series K,11.4,-0.1043,0.0298,0.0023,-0.093,12.796,10.7925
TDB3059.CF,TD Retirement Balanced Portfolio D Series - NL,11,-0.0984,0.03,0.0036,-0.0862,12.2632,10.41
TDB3491.CF,TD U.S. Dividend Growth Fund - Ft5 Series - NL,19.24,-0.0564,0.0371,0.0775,-0.0268,20.685,16.503
TDB3410.CF,TD U.S. Dividend Growth Fund - Investor Series -,18.13,-0.0669,0.0354,0.0741,-0.0392,19.72,15.64
TDB3411.CF,TD U.S. Dividend Growth Fund - Advisor Ser - ISC,18.159,-0.0667,0.0357,0.0742,-0.0385,19.7447,15.6634
TDB3412.CF,TD U.S. Dividend Growth Fund - Advisor Ser - DSC,18.159,-0.0667,0.0357,0.0742,-0.0385,19.7447,15.6634
TDB3413.CF,TD U.S. Dividend Growth Fund - Advisor Ser - Lsc,18.159,-0.0667,0.0357,0.0742,-0.0385,19.7447,15.6634
TDB3414.CF,TD U.S. Dividend Growth Fund - Advisor Ser - Lsc,18.159,-0.0667,0.0357,0.0742,-0.0385,19.7447,15.6634
TDB3423.CF,TD U.S. Dividend Growth Fund - D Series - NL,18.61,-0.0597,0.0362,0.0767,-0.0304,20.0816,15.9894
TDB3415.CF,TD U.S. Dividend Growth Fund - F Series - NL,18.77,-0.0561,0.037,0.0778,-0.0265,20.1751,16.1002
TDB3416.CF,TD U.S. Dividend Growth Fund - H8 Series - NL,18.15,-0.0675,0.036,0.0739,-0.0394,19.7487,15.6535
TDB3421.CF,TD U.S. Dividend Growth Fund - Ft8 Series - NL,19.38,-0.0565,0.0367,0.0771,-0.0274,20.8445,16.6326
TDB3417.CF,TD U.S. Dividend Growth Fund - T8 Series - ISC,18.1237,-0.0674,0.0357,0.074,-0.0395,19.7221,15.6361
TDB3418.CF,TD U.S. Dividend Growth Fund - T8 Series - DSC,18.1237,-0.0674,0.0357,0.074,-0.0395,19.7221,15.6361
TDB3419.CF,TD U.S. Dividend Growth Fund - T8 Series - Lsc,18.1237,-0.0674,0.0357,0.074,-0.0395,19.7221,15.6361
TDB3420.CF,TD U.S. Dividend Growth Fund - T8 Series - Lsc2,18.1237,-0.0674,0.0357,0.074,-0.0395,19.7221,15.6361
RBF8407.CF,RBC Canadian Dividend Fund Series O U$ - NL,71.7667,-0.0245,0.0583,0.0183,0.0109,79.987,62.3225
PHN9060.CF,RBC Canadian Dividend Fund Series O - NL,96.537,0.0378,0.0462,0.0459,0.0635,99.9661,86.1234
RBF167.CF,RBC Canadian Dividend Fund Series O - NL,96.537,0.0378,0.0462,0.0459,0.0635,99.9661,86.1234
TDB3499.CF,TD Retirement Conservative Portfolio Ft8 - NL,12.51,-0.1061,0.0297,-0.0006,-0.097,14.0553,11.8345
TDB2740.CF,TD Retirement Conservative Portfolio Inv Ser - N,17.69,-0.1137,0.0291,-0.0034,-0.1058,20.0411,16.75
TDB2741.CF,TD Retirement Conservative Portfolio Adv Ser -Is,17.5819,-0.1138,0.029,-0.0032,-0.1055,19.9233,16.6487
TDB2742.CF,TD Retirement Conservative Portfolio Adv Ser -Ds,17.5819,-0.1138,0.029,-0.0032,-0.1055,19.9233,16.6487
TDB2743.CF,TD Retirement Conservative Portfolio Adv Ser -Ls,17.5819,-0.1138,0.029,-0.0032,-0.1055,19.9233,16.6487
TDB2744.CF,TD Retirement Conservative Portfolio Adv Ser -Ls,17.5819,-0.1138,0.029,-0.0032,-0.1055,19.9233,16.6487
